Date,Open,High,Low,Close,Adj_Close,Volume
"Nov 02, 2021",4613.34,4635.15,4613.34,4630.65,4630.65,3975250000
"Nov 01, 2021",4610.62,4620.34,4595.06,4613.67,4613.67,3971540000
"Oct 29, 2021",4572.87,4608.08,4567.59,4605.38,4605.38,4510200000
"Oct 28, 2021",4562.84,4597.55,4562.84,4596.42,4596.42,4132950000
"Oct 27, 2021",4580.22,4584.57,4551.66,4551.68,4551.68,4226050000
"Oct 26, 2021",4578.69,4598.53,4569.17,4574.79,4574.79,3879740000
"Oct 25, 2021",4553.69,4572.62,4537.36,4566.48,4566.48,3899400000
"Oct 22, 2021",4546.12,4559.67,4524,4544.9,4544.9,3758220000
"Oct 21, 2021",4532.24,4551.44,4526.89,4549.78,4549.78,3822330000
"Oct 20, 2021",4524.42,4540.87,4524.4,4536.19,4536.19,3670760000
"Oct 19, 2021",4497.34,4520.4,4496.41,4519.63,4519.63,3459130000
"Oct 18, 2021",4463.72,4488.75,4447.47,4486.46,4486.46,3662010000
"Oct 15, 2021",4447.69,4475.82,4447.69,4471.37,4471.37,3819380000
"Oct 14, 2021",4386.75,4439.73,4386.75,4438.26,4438.26,3598280000
"Oct 13, 2021",4358.01,4372.87,4329.92,4363.8,4363.8,3620070000
"Oct 12, 2021",4368.31,4374.89,4342.09,4350.65,4350.65,3558450000
"Oct 11, 2021",4385.44,4415.88,4360.59,4361.19,4361.19,3281970000
"Oct 08, 2021",4406.51,4412.02,4386.22,4391.34,4391.34,3280160000
"Oct 07, 2021",4383.73,4429.97,4383.73,4399.76,4399.76,3843740000
"Oct 06, 2021",4319.57,4365.57,4290.49,4363.55,4363.55,4009630000
"Oct 05, 2021",4309.87,4369.23,4309.87,4345.72,4345.72,3902890000
"Oct 04, 2021",4348.84,4355.51,4278.94,4300.46,4300.46,4307870000
"Oct 01, 2021",4317.16,4375.19,4288.52,4357.04,4357.04,4010370000
"Sep 30, 2021",4370.67,4382.55,4306.24,4307.54,4307.54,4448140000
"Sep 29, 2021",4362.41,4385.57,4355.08,4359.46,4359.46,3712660000
"Sep 28, 2021",4419.54,4419.54,4346.33,4352.63,4352.63,4416550000
"Sep 27, 2021",4442.12,4457.3,4436.19,4443.11,4443.11,4058650000
"Sep 24, 2021",4438.04,4463.12,4430.27,4455.48,4455.48,3384290000
"Sep 23, 2021",4406.75,4465.4,4406.75,4448.98,4448.98,3916350000
"Sep 22, 2021",4367.43,4416.75,4367.43,4395.64,4395.64,3939170000
"Sep 21, 2021",4374.45,4394.87,4347.96,4354.19,4354.19,3920920000
"Sep 20, 2021",4402.95,4402.95,4305.91,4357.73,4357.73,4898070000
"Sep 17, 2021",4469.74,4471.52,4427.76,4432.99,4432.99,7289530000
"Sep 16, 2021",4477.09,4485.87,4443.8,4473.75,4473.75,3984560000
"Sep 15, 2021",4447.49,4486.87,4438.37,4480.7,4480.7,4032020000
"Sep 14, 2021",4479.33,4485.68,4435.46,4443.05,4443.05,3670460000
"Sep 13, 2021",4474.81,4492.99,4445.7,4468.73,4468.73,3914220000
"Sep 10, 2021",4506.92,4520.47,4457.66,4458.58,4458.58,3623180000
"Sep 09, 2021",4513.02,4529.9,4492.07,4493.28,4493.28,3735390000
"Sep 08, 2021",4518.09,4521.79,4493.95,4514.07,4514.07,3750880000
"Sep 07, 2021",4535.38,4535.38,4513,4520.03,4520.03,3822960000
"Sep 03, 2021",4532.42,4541.45,4521.3,4535.43,4535.43,3217530000
"Sep 02, 2021",4534.48,4545.85,4524.66,4536.95,4536.95,3735990000
"Sep 01, 2021",4528.8,4537.11,4522.02,4524.09,4524.09,4057340000
"Aug 31, 2021",4529.75,4531.39,4515.8,4522.68,4522.68,4290710000
"Aug 30, 2021",4513.76,4537.36,4513.76,4528.79,4528.79,3168660000
"Aug 27, 2021",4474.1,4513.33,4474.1,4509.37,4509.37,3331200000
"Aug 26, 2021",4493.75,4495.9,4468.99,4470,4470,3263980000
"Aug 25, 2021",4490.45,4501.71,4485.66,4496.19,4496.19,3444700000
"Aug 24, 2021",4484.4,4492.81,4482.28,4486.23,4486.23,3979220000
"Aug 23, 2021",4450.29,4489.88,4450.29,4479.53,4479.53,3576530000
"Aug 20, 2021",4410.56,4444.35,4406.8,4441.67,4441.67,3652610000
"Aug 19, 2021",4382.44,4418.61,4367.73,4405.8,4405.8,4398410000
"Aug 18, 2021",4440.94,4454.32,4397.59,4400.27,4400.27,3755590000
"Aug 17, 2021",4462.12,4462.12,4417.83,4448.08,4448.08,3836960000
"Aug 16, 2021",4461.65,4480.26,4437.66,4479.71,4479.71,3370640000
"Aug 13, 2021",4464.84,4468.37,4460.82,4468,4468,3016470000
"Aug 12, 2021",4446.08,4461.77,4435.96,4460.83,4460.83,3375310000
"Aug 11, 2021",4442.18,4449.44,4436.42,4442.41,4442.41,3532560000
"Aug 10, 2021",4435.79,4445.21,4430.03,4436.75,4436.75,3886610000
"Aug 09, 2021",4437.77,4439.39,4424.74,4432.35,4432.35,3449280000
"Aug 06, 2021",4429.07,4440.82,4429.07,4436.52,4436.52,3451870000
"Aug 05, 2021",4408.86,4429.76,4408.86,4429.1,4429.1,3769410000
"Aug 04, 2021",4415.95,4416.17,4400.23,4402.66,4402.66,4260760000
"Aug 03, 2021",4392.74,4423.79,4373,4423.15,4423.15,3965190000
"Aug 02, 2021",4406.86,4422.18,4384.81,4387.16,4387.16,3724090000
"Jul 30, 2021",4395.12,4412.25,4389.65,4395.26,4395.26,3956740000
"Jul 29, 2021",4403.59,4429.97,4403.59,4419.15,4419.15,4044600000
"Jul 28, 2021",4402.95,4415.47,4387.01,4400.64,4400.64,4215290000
"Jul 27, 2021",4416.38,4416.38,4372.51,4401.46,4401.46,4241950000
"Jul 26, 2021",4409.58,4422.73,4405.45,4422.3,4422.3,4275630000
"Jul 23, 2021",4381.2,4415.18,4381.2,4411.79,4411.79,4540070000
"Jul 22, 2021",4361.27,4369.87,4350.06,4367.48,4367.48,3358300000
"Jul 21, 2021",4331.13,4359.7,4331.13,4358.69,4358.69,3810280000
"Jul 20, 2021",4265.11,4336.84,4262.05,4323.06,4323.06,4438270000
"Jul 19, 2021",4296.4,4296.4,4233.13,4258.49,4258.49,5157660000
"Jul 16, 2021",4367.43,4375.09,4322.53,4327.16,4327.16,3985700000
"Jul 15, 2021",4369.02,4369.02,4340.7,4360.03,4360.03,3905230000
"Jul 14, 2021",4380.11,4393.68,4362.36,4374.3,4374.3,4006370000
"Jul 13, 2021",4381.07,4392.37,4366.92,4369.21,4369.21,3695430000
"Jul 12, 2021",4372.41,4386.68,4364.03,4384.63,4384.63,3384460000
"Jul 09, 2021",4329.38,4371.6,4329.38,4369.55,4369.55,3531120000
"Jul 08, 2021",4321.07,4330.88,4289.37,4320.82,4320.82,4347500000
"Jul 07, 2021",4351.01,4361.88,4329.79,4358.13,4358.13,4037380000
"Jul 06, 2021",4356.46,4356.46,4314.37,4343.54,4343.54,4309570000
"Jul 02, 2021",4326.6,4355.43,4326.6,4352.34,4352.34,3225840000
"Jul 01, 2021",4300.73,4320.66,4300.73,4319.94,4319.94,3788230000
"Jun 30, 2021",4290.65,4302.43,4287.96,4297.5,4297.5,4266040000
"Jun 29, 2021",4293.21,4300.52,4287.04,4291.8,4291.8,3707150000
"Jun 28, 2021",4284.9,4292.14,4274.67,4290.61,4290.61,4147890000
"Jun 25, 2021",4274.45,4286.12,4271.16,4280.7,4280.7,7341450000
"Jun 24, 2021",4256.97,4271.28,4256.97,4266.49,4266.49,3816660000
"Jun 23, 2021",4249.27,4256.6,4241.43,4241.84,4241.84,3730350000
"Jun 22, 2021",4224.61,4255.84,4217.27,4246.44,4246.44,3828390000
"Jun 21, 2021",4173.4,4226.24,4173.4,4224.79,4224.79,4128950000
"Jun 18, 2021",4204.78,4204.78,4164.4,4166.45,4166.45,6817010000
"Jun 17, 2021",4220.37,4232.29,4196.05,4221.86,4221.86,5312680000
"Jun 16, 2021",4248.87,4251.89,4202.45,4223.7,4223.7,4538350000
"Jun 15, 2021",4255.28,4257.16,4238.35,4246.59,4246.59,4048940000
"Jun 14, 2021",4248.31,4255.59,4234.07,4255.15,4255.15,4151200000
"Jun 11, 2021",4242.9,4248.38,4232.25,4247.44,4247.44,3815010000
"Jun 10, 2021",4228.56,4249.74,4220.34,4239.18,4239.18,4408210000
"Jun 09, 2021",4232.99,4237.09,4218.74,4219.55,4219.55,4713260000
"Jun 08, 2021",4233.81,4236.74,4208.41,4227.26,4227.26,4659620000
"Jun 07, 2021",4229.34,4232.34,4215.66,4226.52,4226.52,4476920000
"Jun 04, 2021",4206.05,4233.45,4206.05,4229.89,4229.89,4139790000
"Jun 03, 2021",4191.43,4204.39,4167.93,4192.85,4192.85,5587970000
"Jun 02, 2021",4206.82,4217.37,4198.27,4208.12,4208.12,5833670000
"Jun 01, 2021",4216.52,4234.12,4197.59,4202.04,4202.04,5074670000
"May 28, 2021",4210.77,4218.36,4203.57,4204.11,4204.11,4649250000
"May 27, 2021",4201.94,4213.38,4197.78,4200.88,4200.88,6406310000
"May 26, 2021",4191.59,4202.61,4184.11,4195.99,4195.99,4420890000
"May 25, 2021",4205.94,4213.42,4182.52,4188.13,4188.13,4182250000
"May 24, 2021",4170.16,4209.52,4170.16,4197.05,4197.05,3684800000
"May 21, 2021",4168.61,4188.72,4151.72,4155.86,4155.86,3995250000
"May 20, 2021",4121.97,4172.8,4121.97,4159.12,4159.12,3978880000
"May 19, 2021",4098.45,4116.93,4061.41,4115.68,4115.68,4247450000
"May 18, 2021",4165.94,4169.15,4125.99,4127.83,4127.83,4398150000
"May 17, 2021",4169.92,4171.92,4142.69,4163.29,4163.29,4125050000
"May 14, 2021",4129.58,4183.13,4129.58,4173.85,4173.85,4008880000
"May 13, 2021",4074.99,4131.58,4074.99,4112.5,4112.5,4779540000
"May 12, 2021",4130.55,4134.73,4056.88,4063.04,4063.04,4733070000
"May 11, 2021",4150.34,4162.04,4111.53,4152.1,4152.1,4870710000
"May 10, 2021",4228.29,4236.39,4188.13,4188.43,4188.43,4560700000
"May 07, 2021",4210.34,4238.04,4201.64,4232.6,4232.6,4016080000
"May 06, 2021",4169.14,4202.7,4147.33,4201.62,4201.62,4511000000
"May 05, 2021",4177.06,4187.72,4160.94,4167.59,4167.59,4230920000
"May 04, 2021",4179.04,4179.04,4128.59,4164.66,4164.66,4452460000
"May 03, 2021",4191.98,4209.39,4188.03,4192.66,4192.66,4070220000
"Apr 30, 2021",4198.1,4198.1,4174.85,4181.17,4181.17,4300880000
"Apr 29, 2021",4206.14,4218.78,4176.81,4211.47,4211.47,4298680000
"Apr 28, 2021",4185.14,4201.53,4181.78,4183.18,4183.18,3787360000
"Apr 27, 2021",4188.25,4193.35,4176.22,4186.72,4186.72,3710700000
"Apr 26, 2021",4185.03,4194.19,4182.36,4187.62,4187.62,3748320000
"Apr 23, 2021",4138.78,4194.17,4138.78,4180.17,4180.17,3569880000
"Apr 22, 2021",4170.46,4179.57,4123.69,4134.98,4134.98,4245140000
"Apr 21, 2021",4128.42,4175.02,4126.35,4173.42,4173.42,3887250000
"Apr 20, 2021",4159.18,4159.18,4118.38,4134.94,4134.94,4342650000
"Apr 19, 2021",4179.8,4180.81,4150.47,4163.26,4163.26,3810290000
"Apr 16, 2021",4174.14,4191.31,4170.75,4185.47,4185.47,4163820000
"Apr 15, 2021",4139.76,4173.49,4139.76,4170.42,4170.42,4033420000
"Apr 14, 2021",4141.58,4151.69,4120.87,4124.66,4124.66,3985350000
"Apr 13, 2021",4130.1,4148,4124.43,4141.59,4141.59,3734720000
"Apr 12, 2021",4124.71,4131.76,4114.82,4127.99,4127.99,3588900000
"Apr 09, 2021",4096.11,4129.48,4095.51,4128.8,4128.8,3640390000
"Apr 08, 2021",4089.95,4098.19,4082.54,4097.17,4097.17,3907100000
"Apr 07, 2021",4074.29,4083.13,4068.31,4079.95,4079.95,4120810000
"Apr 06, 2021",4075.57,4086.23,4068.14,4073.94,4073.94,4081270000
"Apr 05, 2021",4034.44,4083.42,4034.44,4077.91,4077.91,4005030000
"Apr 01, 2021",3992.78,4020.63,3992.78,4019.87,4019.87,4162130000
"Mar 31, 2021",3967.25,3994.41,3966.98,3972.89,3972.89,4578050000
"Mar 30, 2021",3963.34,3968.01,3944.35,3958.55,3958.55,4121510000
"Mar 29, 2021",3969.31,3981.83,3943.25,3971.09,3971.09,4628180000
"Mar 26, 2021",3917.12,3978.19,3917.12,3974.54,3974.54,5483160000
"Mar 25, 2021",3879.34,3919.54,3853.5,3909.52,3909.52,4948340000
"Mar 24, 2021",3919.93,3942.08,3889.07,3889.14,3889.14,4783020000
"Mar 23, 2021",3937.6,3949.13,3901.57,3910.52,3910.52,4669010000
"Mar 22, 2021",3916.48,3955.31,3914.16,3940.59,3940.59,4316260000
"Mar 19, 2021",3913.14,3930.12,3886.75,3913.1,3913.1,7757420000
"Mar 18, 2021",3953.5,3969.62,3910.86,3915.46,3915.46,5118590000
"Mar 17, 2021",3949.57,3983.87,3935.74,3974.12,3974.12,4561660000
"Mar 16, 2021",3973.59,3981.04,3953.44,3962.71,3962.71,4613080000
"Mar 15, 2021",3942.96,3970.08,3923.54,3968.94,3968.94,4900100000
"Mar 12, 2021",3924.52,3944.99,3915.21,3943.34,3943.34,4476280000
"Mar 11, 2021",3915.54,3960.27,3915.54,3939.34,3939.34,5312880000
"Mar 10, 2021",3891.99,3917.35,3885.73,3898.81,3898.81,5847380000
"Mar 09, 2021",3851.93,3903.76,3851.93,3875.44,3875.44,5513560000
"Mar 08, 2021",3844.39,3881.06,3819.25,3821.35,3821.35,5871710000
"Mar 05, 2021",3793.58,3851.69,3730.19,3841.94,3841.94,6851070000
"Mar 04, 2021",3818.53,3843.67,3723.34,3768.47,3768.47,7195400000
"Mar 03, 2021",3863.99,3874.47,3818.86,3819.72,3819.72,6173660000
"Mar 02, 2021",3903.64,3906.41,3868.57,3870.29,3870.29,5536010000
"Mar 01, 2021",3842.51,3914.5,3842.51,3901.82,3901.82,5114820000
"Feb 26, 2021",3839.66,3861.08,3789.54,3811.15,3811.15,6526070000
"Feb 25, 2021",3915.8,3925.02,3814.04,3829.34,3829.34,6547470000
"Feb 24, 2021",3873.71,3928.65,3859.6,3925.43,3925.43,6012790000
"Feb 23, 2021",3857.07,3895.98,3805.59,3881.37,3881.37,6296610000
"Feb 22, 2021",3885.55,3902.92,3874.71,3876.5,3876.5,5917100000
"Feb 19, 2021",3921.16,3930.41,3903.07,3906.71,3906.71,4845320000
"Feb 18, 2021",3915.86,3921.98,3885.03,3913.97,3913.97,4793650000
"Feb 17, 2021",3918.5,3933.61,3900.43,3931.33,3931.33,4730650000
"Feb 16, 2021",3939.61,3950.43,3923.85,3932.59,3932.59,5058990000
"Feb 12, 2021",3911.65,3937.23,3905.78,3934.83,3934.83,4135060000
"Feb 11, 2021",3916.4,3925.99,3890.39,3916.38,3916.38,4590960000
"Feb 10, 2021",3920.78,3931.5,3884.94,3909.88,3909.88,4837070000
"Feb 09, 2021",3910.49,3918.35,3902.64,3911.23,3911.23,4568320000
"Feb 08, 2021",3892.59,3915.77,3892.59,3915.59,3915.59,4648360000
"Feb 05, 2021",3878.3,3894.56,3874.93,3886.83,3886.83,4879470000
"Feb 04, 2021",3836.66,3872.42,3836.66,3871.74,3871.74,4879240000
"Feb 03, 2021",3840.27,3847.51,3816.68,3830.17,3830.17,4864870000
"Feb 02, 2021",3791.84,3843.09,3791.84,3826.31,3826.31,5514090000
"Feb 01, 2021",3731.17,3784.32,3725.62,3773.86,3773.86,5436230000
"Jan 29, 2021",3778.05,3778.05,3694.12,3714.24,3714.24,6643370000
"Jan 28, 2021",3755.75,3830.5,3755.75,3787.38,3787.38,6992770000
"Jan 27, 2021",3836.83,3836.83,3732.48,3750.77,3750.77,9976520000
"Jan 26, 2021",3862.96,3870.9,3847.78,3849.62,3849.62,6137500000
"Jan 25, 2021",3851.68,3859.23,3797.16,3855.36,3855.36,7000840000
"Jan 22, 2021",3844.24,3852.31,3830.41,3841.47,3841.47,5110890000
"Jan 21, 2021",3857.46,3861.45,3845.05,3853.07,3853.07,4501760000
"Jan 20, 2021",3816.22,3859.75,3816.22,3851.85,3851.85,4566190000
"Jan 19, 2021",3781.88,3804.53,3780.37,3798.91,3798.91,5014440000
"Jan 15, 2021",3788.73,3788.73,3749.62,3768.25,3768.25,5369820000
"Jan 14, 2021",3814.98,3823.6,3792.86,3795.54,3795.54,5198480000
"Jan 13, 2021",3802.23,3820.96,3791.5,3809.84,3809.84,4602510000
"Jan 12, 2021",3801.62,3810.78,3776.51,3801.19,3801.19,4994950000
"Jan 11, 2021",3803.14,3817.86,3789.02,3799.61,3799.61,4465430000
"Jan 08, 2021",3815.05,3826.69,3783.6,3824.68,3824.68,4773040000
"Jan 07, 2021",3764.71,3811.55,3764.71,3803.79,3803.79,5099160000
"Jan 06, 2021",3712.2,3783.04,3705.34,3748.14,3748.14,6064110000
"Jan 05, 2021",3698.02,3737.83,3695.07,3726.86,3726.86,4591020000
"Jan 04, 2021",3764.61,3769.99,3662.71,3700.65,3700.65,5015000000
"Dec 31, 2020",3733.27,3760.2,3726.88,3756.07,3756.07,3179040000
"Dec 30, 2020",3736.19,3744.63,3730.21,3732.04,3732.04,3154850000
"Dec 29, 2020",3750.01,3756.12,3723.31,3727.04,3727.04,3393290000
"Dec 28, 2020",3723.03,3740.51,3723.03,3735.36,3735.36,3535460000
"Dec 24, 2020",3694.03,3703.82,3689.32,3703.06,3703.06,1883780000
"Dec 23, 2020",3693.42,3711.24,3689.28,3690.01,3690.01,3779160000
"Dec 22, 2020",3698.08,3698.26,3676.16,3687.26,3687.26,4053310000
"Dec 21, 2020",3684.28,3702.9,3636.48,3694.92,3694.92,4748580000
"Dec 18, 2020",3722.39,3726.7,3685.84,3709.41,3709.41,7097100000
"Dec 17, 2020",3713.65,3725.12,3710.87,3722.48,3722.48,4192810000
"Dec 16, 2020",3696.25,3711.27,3688.57,3701.17,3701.17,4067040000
"Dec 15, 2020",3666.41,3695.29,3659.62,3694.62,3694.62,4387080000
"Dec 14, 2020",3675.27,3697.61,3645.84,3647.49,3647.49,4623850000
"Dec 11, 2020",3656.08,3665.91,3633.4,3663.46,3663.46,4375470000
"Dec 10, 2020",3659.13,3678.49,3645.18,3668.1,3668.1,4658480000
"Dec 09, 2020",3705.98,3712.39,3660.54,3672.82,3672.82,5232800000
"Dec 08, 2020",3683.05,3708.45,3678.83,3702.25,3702.25,4584390000
"Dec 07, 2020",3694.73,3697.41,3678.88,3691.96,3691.96,4804500000
"Dec 04, 2020",3670.94,3699.2,3670.94,3699.12,3699.12,5099620000
"Dec 03, 2020",3668.28,3682.73,3657.17,3666.72,3666.72,5065340000
"Dec 02, 2020",3653.78,3670.96,3644.84,3669.01,3669.01,5041250000
"Dec 01, 2020",3645.87,3678.45,3645.87,3662.45,3662.45,5418480000
"Nov 30, 2020",3634.18,3634.18,3594.39,3621.63,3621.63,6308410000
"Nov 27, 2020",3638.55,3644.31,3629.33,3638.35,3638.35,2778390000
"Nov 25, 2020",3635.5,3635.5,3617.76,3629.65,3629.65,4910440000
"Nov 24, 2020",3594.52,3642.31,3594.52,3635.41,3635.41,6280290000
"Nov 23, 2020",3566.82,3589.81,3552.77,3577.59,3577.59,5057550000
"Nov 20, 2020",3579.31,3581.23,3556.85,3557.54,3557.54,4236370000
"Nov 19, 2020",3559.41,3585.22,3543.84,3581.87,3581.87,4363370000
"Nov 18, 2020",3612.09,3619.09,3567.33,3567.79,3567.79,5284810000
"Nov 17, 2020",3610.31,3623.11,3588.68,3609.53,3609.53,4812180000
"Nov 16, 2020",3600.16,3628.51,3600.16,3626.91,3626.91,5295510000
"Nov 13, 2020",3552.57,3593.66,3552.57,3585.15,3585.15,4719580000
"Nov 12, 2020",3562.67,3569.02,3518.58,3537.01,3537.01,4909660000
"Nov 11, 2020",3563.22,3581.16,3557,3572.66,3572.66,4635560000
"Nov 10, 2020",3543.26,3557.22,3511.91,3545.53,3545.53,6037470000
"Nov 09, 2020",3583.04,3645.99,3547.48,3550.5,3550.5,8570510000
"Nov 06, 2020",3508.34,3521.58,3484.34,3509.44,3509.44,4842460000
"Nov 05, 2020",3485.74,3529.05,3485.74,3510.45,3510.45,4858150000
"Nov 04, 2020",3406.46,3486.25,3405.17,3443.44,3443.44,4790400000
"Nov 03, 2020",3336.25,3389.49,3336.25,3369.16,3369.16,4241380000
"Nov 02, 2020",3296.2,3330.14,3279.74,3310.24,3310.24,4314690000
"Oct 30, 2020",3293.59,3304.93,3233.94,3269.96,3269.96,4843930000
"Oct 29, 2020",3277.17,3341.05,3259.82,3310.11,3310.11,4911860000
"Oct 28, 2020",3342.48,3342.48,3268.89,3271.03,3271.03,5139970000
"Oct 27, 2020",3403.15,3409.51,3388.71,3390.68,3390.68,3962400000
"Oct 26, 2020",3441.42,3441.42,3364.86,3400.97,3400.97,4002210000
